Playlist Index,GT Name,Retrieved Name
9,Time,Sultans Of Swing
9,Black Dog,To The Sun
9,Sympathy For The Devil,What You Want
9,Stairway To Heaven,Brazilian Beat - Dope Mix
9,Rock And Roll,Sweet Home Alabama
9,Sweet Home Alabama,Wish You Were Here
9,Sweet Child O' Mine,Losing My Religion
9,Another One Bites The Dust - Remastered 2011,Mother
9,Roxanne - Remastered 2003,Sharp Dressed Man
9,Paradise City,Rosu Frana
9,Come Together - Remastered,Purple Haze
9,Smoke On the Water,My Immortal
9,Pinball Wizard,Adventure of a Lifetime
9,Water Of Love,Daydreamer
9,It's My Life,Fade to Black
9,Seven Nation Army,Sweet Emotion
9,Paranoid - Remastered Version,Like A Rolling Stone
9,Free Bird,Billie Jean
9,Rock And Roll All Nite,Don't Speak
9,Wish You Were Here,Smells Like Teen Spirit
9,Livin' On A Prayer,Breaking the Law
9,You Give Love A Bad Name,Africa
9,Baba O'Riley,You Give Love A Bad Name
9,Elephant,In the Air Tonight
9,No One Like You,Where The Streets Have No Name
9,Anything,Clocks
9,Cigarette Daydreams,Dopeness
9,Aberdeen,Troublemaker
9,I Believe In A Thing Called Love,Lucille
9,Dream On,Behind Blue Eyes
9,Walk This Way,Do You Know
9,Life In The Fast Lane - Remastered,We Didn't Start the Fire
9,Elephants,Fight
9,Interstate Love Song,"Take Me Home, Country Roads"
9,R.I.P. 2 My Youth,I Love Rock n' Roll
9,Resistance,Runaway Train
9,Andrew’s Song,Crazy
9,Outside,You Shook Me All Night Long
9,On Melancholy Hill,Beautiful Day
9,Show Me What I'm Looking For,Zombie
9,Here It Goes Again,Knockin' On Heaven's Door
9,Ain't No Rest for the Wicked - Original Version,Lucille
9,Wonderwall - Remastered,Comfortably Numb
9,Paranoid - Remastered Version,Hotel California
9,Alive,A Winter's Tale
9,Brain Damage,Kickstart My Heart
9,Comfortably Numb,Symphony of Destruction
9,Santeria,Breath
9,Knockin' On Heaven's Door,Paradise City
9,When The Levee Breaks,Fly Away
9,Hot For Teacher - 2015 Remastered Version,Down With the Sickness
9,Summer Of '69,Enter Sandman
9,Do I Wanna Know?,Under The Bridge
9,Twice As Hard,Unchained Melody
9,La Grange - 2005 Remastered Version,Magic Dance
9,Legs (2008 Remastered Album Edit Version),One More Time
9,Sharp Dressed Man - 2008 Remastered Version,Get Lucky - Radio Edit
9,Caravan,Pumped Up Kicks
9,We Will Rock You - Remastered,Take On Me
9,Back In Black,Drive
9,Ramble On,Wake Me Up When September Ends
9,Ramblin' Man,Billie Jean
9,Peace of Mind,Kiss
9,Whole Lotta Love,Rolling in the Deep
9,All Along the Watchtower,Yellow
9,Carry on Wayward Son,Hallelujah
9,Dust in the Wind,Feeling Good
9,Love Her Madly,Somebody That I Used To Know
9,Foreplay / Long Time,Radioactive
9,Purple Haze,Just Dance
9,Riders On The Storm,Drink You Away
9,Africa,Africa
9,Hold the Line,Pompeii
9,Message In A Bottle - Remastered 2003,Royals
9,All Right Now,Uptown Funk
9,Layla - 40th Anniversary Version / 2010 Remastered,Shake It Off
9,(Don't Fear) The Reaper,Call Me Maybe
9,Back In The U.S.S.R. - Remastered,Can't Stop the Feeling
9,Mississippi Queen,Radioactive
9,Division,Viva La Vida
9,Under Pressure - Remastered 2011,Home
9,Babe I'm Gonna Leave You,Every Time You Go
9,Yellow Submarine - Remastered,In The Night
9,Taxman - Remastered,Can't Feel My Face
9,Bad To The Bone,Dark Paradise
9,Mary Jane's Last Dance,Take Me To Church
9,Slow Burn,Work
9,Slow Ride,Shape of You
9,Who Loves You,Memories - Extended
9,My Sharona,Lose Yourself
9,Barracuda,Wings
9,The Final Countdown,Rolling in the Deep
9,One Way Or Another - 2001 - Remaster,Chandelier
9,Howlin' For You,The Hills
9,Still Loving You,Fancy
9,I Want To Break Free - Remastered 2011,Wrecking Ball
9,Dare,Cheap Thrills
9,The Touch (1997 Remix),Starboy - Kygo Remix
9,St. George and the Dragon,Dancing On My Own
9,Fox On The Run,All About That Bass
9,Take On Me,Counting Stars
9,Waiting Around For Grace,Uptown Funk - Radio Edit
9,Rocket Man (I Think It's Going To Be A Long Long Time),Problem
9,September,Love Yourself
9,Hound Dog,Hotline Bling
9,The Sun,Hello
9,Tangled,my boy
9,Not Coming Home,Tentación
9,Where Are You Now?,Percao
9,Jack & Diane,Hello
9,Black Magic,Toxic
9,Chasing Shadows,Poker Face
9,Don't Tell,Firework
9,She Said,Baby
9,Bulletproof,Ain't No Mountain High Enough
9,Modern Love,Carolina
9,Egyptian Reggae - Live,Element
9,Baby Driver,I Will Always Love You
9,Killer Queen - Remastered 2011,Like A Prayer
9,Fat Bottomed Girls,Oh Pretty Woman
9,Brighton Rock - Remastered 2011,Summer Of '69
9,Hole In Your Heart,Don't Stop Believin'
9,Dizzy On the Comedown,Suspicious Minds
9,Devotion To A Dream,Dancing Queen
9,Madness,Last Dance
9,Sunburn,I Was Made To Love Him
9,MK Ultra,The Final Countdown
9,Starlight,Wonderful tonight
9,I Belong To You [+Mon Coeur S'Ouvre A Ta Voix],Runnin' Down A Dream
9,Godzilla,Brown Eyed Girl
9,Sunshine Of Your Love,All I Want For Christmas Is You
9,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),Fantasy
9,Burnin' for You,Sledgehammer
9,Shoot to Thrill,Girls Just Want to Have Fun
9,Rock Bottom - 2007 Remaster,Love Shack
9,Let There Be Rock,I'm a Believer
9,I Fought the Law,Walking on Sunshine
9,Tangerine,Fly Me To The Moon
9,Kashmir,Dream On
9,Travelling Riverside Blues - 29/6/69 Top Gear,Baba O'Riley
9,Born To Be Wild,Another One Bites The Dust - Live
9,No Quarter,Immigrant Song
9,Trampled Under Foot,Easy
9,The Angry River (feat. Father John Misty and S.I. Istwa) [Theme From the HBO® Series True Detective],Do You Know
9,Safari Song,Should I Stay or Should I Go - Live
9,Achilles Last Stand,My Girl
9,Cold As Ice - Single / LP Version,Best Day Ever
9,Friends,Sweet Caroline
9,Welcome To The Jungle,Time After Time
9,Highway to Hell,I'm Every Woman
9,Rock You Like A Hurricane,I'm Still Standing
9,The Boys Are Back In Town,Don't You Forget About Me
9,Hot Blooded,Come On Eileen
9,Immigrant Song,Superstition
9,You Shook Me All Night Long,Brass In Pocket - Live
9,T.N.T.,Manic Monday
9,Pour Some Sugar On Me (2012),Ben
9,Eye of the Tiger,Movin' Out (Anthony's Song)
9,Don't Stop Me Now - Remastered,The Power Of Love
9,Should I Stay or Should I Go - Remastered,Cars
9,Sweet Emotion,Jessie's Girl
9,Dirty Deeds Done Dirt Cheap,Tiny Dancer
9,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,Sweet Dreams (Are Made of This)
9,Money,Take My Breath Away
9,You Really Got Me - Mono Mix,Fight For Your Right
9,Behind Blue Eyes,Lucille
9,Heroes - 1999 Remastered Version,Tiny Dancer
9,Starman - 2012 Remastered Version,Born In The U.S.A.
9,Born to Run,Tainted Love
9,I Want To Break Free - Single Remix,What's Love Got to Do with It
9,Helena Beat,I Want To Know What Love Is
9,Have You Ever Seen The Rain?,We Built This City
9,American Pie,I Just Called To Say I Love You
9,Give Me Novacaine/She's A Rebel,Blue Monday
9,Whatsername,She Drives Me Crazy
9,The Fixer,Celebration
9,American Girl,I Want To Know What Love Is
9,Runnin' Down A Dream,1999
9,Free Fallin',Truth Hurts
9,Refugee,The Hydra
9,Mary Jane's Last Dance,Truth Hurts
9,I Won't Back Down,Havana
9,Sheep - 2011 Remastered Version,Gonna Make You Sweat (Everybody Dance Now)
9,In The Light,Havana
9,No One Knows,Perfect Strangers
9,The Feel Good Drag,Perfect Strangers
9,Bathtub Gin (7/29/98) - Album Filler,Honda
9,The Remedy (Live),Honda
9,Simple,Lost On You
