name,pid,num_tracks,num_holdouts,holdout_ratio
Classic rock,1038538,190,90,0.47368421052631576
Car Jams,1038544,247,147,0.5951417004048583
for fun.,1038552,162,62,0.38271604938271603
❤️,1038566,237,137,0.5780590717299579
workout,1038582,171,71,0.4152046783625731
throwback jamz,1038625,175,75,0.42857142857142855
Rust,1038652,160,60,0.375
DANCE PARTY,1038665,214,114,0.5327102803738317
MY JAMZ,1038680,224,124,0.5535714285714286
early,1038722,179,79,0.441340782122905
RN,1038739,163,63,0.38650306748466257
country,1038788,182,82,0.45054945054945056
Lit,1038813,226,126,0.5575221238938053
country,1038819,179,79,0.441340782122905
NZ,1038866,166,66,0.39759036144578314
Road Trip,1038917,154,54,0.35064935064935066
Singles,1038934,182,82,0.45054945054945056
Classics,1038936,237,137,0.5780590717299579
party,1038939,221,121,0.5475113122171946
//everything,1038997,193,93,0.48186528497409326
throwbacks,1039006,175,75,0.42857142857142855
🔥🔥🔥,1039025,172,72,0.4186046511627907
Tunes,1039040,174,74,0.42528735632183906
chill,1039055,162,62,0.38271604938271603
Childhood,1039056,156,56,0.358974358974359
party ,1039066,176,76,0.4318181818181818
Country,1039122,203,103,0.5073891625615764
classics,1039130,211,111,0.5260663507109005
calm,1039190,231,131,0.5670995670995671
Rock,1039204,230,130,0.5652173913043478
Trappin,1039210,237,137,0.5780590717299579
Jesus,1039215,224,124,0.5535714285714286
Rocking Out,1039283,161,61,0.37888198757763975
jonathan,1039320,212,112,0.5283018867924528
Slow jamz,1039325,199,99,0.49748743718592964
stay woke,1039358,196,96,0.4897959183673469
hype,1039360,150,50,0.3333333333333333
Trip,1039373,210,110,0.5238095238095238
vibe ,1039386,196,96,0.4897959183673469
Bangers,1039397,162,62,0.38271604938271603
Keith Urban,1039400,200,100,0.5
Country,1039414,213,113,0.5305164319248826
summer country ,1039453,224,124,0.5535714285714286
country :),1039475,155,55,0.3548387096774194
Chillin,1039478,161,61,0.37888198757763975
peachy,1039492,153,53,0.3464052287581699
neww,1039513,193,93,0.48186528497409326
Oldies,1039514,180,80,0.4444444444444444
Darty ,1039518,170,70,0.4117647058823529
all,1039560,154,54,0.35064935064935066
joey,1039607,174,74,0.42528735632183906
july ,1039635,204,104,0.5098039215686274
Country 🤠,1039638,170,70,0.4117647058823529
jam session,1039640,225,125,0.5555555555555556
chill,1039653,239,139,0.5815899581589958
Rap It Up,1039658,179,79,0.441340782122905
feelin it,1039690,217,117,0.5391705069124424
Good Time,1039698,179,79,0.441340782122905
Good songs,1039702,190,90,0.47368421052631576
RB,1039711,163,63,0.38650306748466257
Throwback,1039724,203,103,0.5073891625615764
throwbacks,1039732,180,80,0.4444444444444444
Country,1039739,190,90,0.47368421052631576
yasss ,1039759,167,67,0.40119760479041916
Worship,1039779,156,56,0.358974358974359
stream,1039784,187,87,0.46524064171123
Bump,1039802,187,87,0.46524064171123
70's Rock,1039812,233,133,0.5708154506437768
carlos,1039822,154,54,0.35064935064935066
Party 1,1039848,154,54,0.35064935064935066
everything,1039857,153,53,0.3464052287581699
Drive Time,1039873,217,117,0.5391705069124424
Rock,1039893,191,91,0.47643979057591623
bubblegum,1039909,194,94,0.4845360824742268
Road Tripping ,1039917,204,104,0.5098039215686274
Cruise,1039949,236,136,0.576271186440678
All,1039963,157,57,0.3630573248407643
mood,1039983,180,80,0.4444444444444444
guilty pleasure,1039987,167,67,0.40119760479041916
true,1040002,205,105,0.5121951219512195
Super ,1040019,186,86,0.46236559139784944
Rap game,1040027,229,129,0.5633187772925764
2000s r&b,1040057,217,117,0.5391705069124424
eminem,1040080,218,118,0.5412844036697247
Brianna,1040082,162,62,0.38271604938271603
Trappin,1040109,231,131,0.5670995670995671
throwbacks,1040116,208,108,0.5192307692307693
90's Country,1040131,242,142,0.5867768595041323
co,1040132,160,60,0.375
in my bag,1040153,190,90,0.47368421052631576
PUMP UP,1040163,228,128,0.5614035087719298
21 ,1040177,165,65,0.3939393939393939
swag,1040188,195,95,0.48717948717948717
💯💯,1040224,166,66,0.39759036144578314
Rock,1040237,244,144,0.5901639344262295
New Country,1040241,162,62,0.38271604938271603
regg,1040256,183,83,0.453551912568306
Me,1040258,156,56,0.358974358974359
Country ,1040270,169,69,0.40828402366863903
Country,1040291,156,56,0.358974358974359
That good good,1040316,155,55,0.3548387096774194
Today,1040368,167,67,0.40119760479041916
Jamz,1040432,222,122,0.5495495495495496
Hip Hop,1040442,164,64,0.3902439024390244
country,1040445,227,127,0.5594713656387665
good stuff,1040454,168,68,0.40476190476190477
W O R K O U T ,1040476,243,143,0.588477366255144
SF,1040479,200,100,0.5
Country,1040508,187,87,0.46524064171123
Bruh,1040516,176,76,0.4318181818181818
Get Ready,1040517,177,77,0.4350282485875706
MUSIC,1040602,150,50,0.3333333333333333
Worship,1040614,201,101,0.5024875621890548
PARTY,1040620,191,91,0.47643979057591623
Good vibes,1040647,181,81,0.44751381215469616
throwback rap ,1040649,176,76,0.4318181818181818
New Music,1040693,152,52,0.34210526315789475
Relaxing,1040701,188,88,0.46808510638297873
LAKE,1040704,219,119,0.54337899543379
slow,1040705,187,87,0.46524064171123
chill vibes,1040706,167,67,0.40119760479041916
Counting Crows,1040716,190,90,0.47368421052631576
country,1040750,168,68,0.40476190476190477
Amanda,1040765,163,63,0.38650306748466257
Boat Playlist,1040805,212,112,0.5283018867924528
Rap,1040821,205,105,0.5121951219512195
Fast,1040824,196,96,0.4897959183673469
💙💙,1040839,228,128,0.5614035087719298
Throwback,1040853,219,119,0.54337899543379
CAr,1040868,227,127,0.5594713656387665
Random,1040871,167,67,0.40119760479041916
country,1040887,200,100,0.5
Country,1040917,237,137,0.5780590717299579
forever ,1040921,189,89,0.4708994708994709
Dom,1040930,208,108,0.5192307692307693
Chill Tunes,1040938,225,125,0.5555555555555556
country,1040960,176,76,0.4318181818181818
work,1040965,164,64,0.3902439024390244
Hoop,1040997,241,141,0.5850622406639004
Lucifer,1041016,243,143,0.588477366255144
Country,1041039,202,102,0.504950495049505
Merica,1041065,206,106,0.5145631067961165
throwbacks ,1041069,163,63,0.38650306748466257
Bangers ,1041073,155,55,0.3548387096774194
RANDOM,1041086,192,92,0.4791666666666667
Anniversary!!,1041100,151,51,0.33774834437086093
la la la.,1041106,192,92,0.4791666666666667
KK,1041108,206,106,0.5145631067961165
country,1041118,212,112,0.5283018867924528
vibes,1041142,161,61,0.37888198757763975
Everything,1041149,227,127,0.5594713656387665
oldies,1041150,205,105,0.5121951219512195
Country,1041173,180,80,0.4444444444444444
Raw,1041205,166,66,0.39759036144578314
❤️,1041246,207,107,0.5169082125603864
Back to school,1041264,235,135,0.574468085106383
hike,1041268,167,67,0.40119760479041916
Stoner music,1041271,229,129,0.5633187772925764
Rap 🔥,1041284,228,128,0.5614035087719298
Hard Rock,1041297,208,108,0.5192307692307693
Spring/Summer 2017,1041303,155,55,0.3548387096774194
Country,1041307,214,114,0.5327102803738317
Minnesota,1041324,161,61,0.37888198757763975
hype,1041365,210,110,0.5238095238095238
oldies,1041373,155,55,0.3548387096774194
Mine,1041410,158,58,0.3670886075949367
in the car,1041411,153,53,0.3464052287581699
SUMMER 2016,1041419,153,53,0.3464052287581699
throwback,1041423,180,80,0.4444444444444444
unknown ,1041453,232,132,0.5689655172413793
High School,1041478,179,79,0.441340782122905
VIBE,1041497,199,99,0.49748743718592964
Throwbacks,1041525,190,90,0.47368421052631576
k-pop,1041584,174,74,0.42528735632183906
mike,1041589,167,67,0.40119760479041916
Rock,1041590,170,70,0.4117647058823529
Banda ��,1041614,218,118,0.5412844036697247
DJ,1041673,159,59,0.3710691823899371
ROADTRIP,1041683,197,97,0.49238578680203043
true,1041690,156,56,0.358974358974359
Girls,1041692,191,91,0.47643979057591623
San Francisco,1041701,150,50,0.3333333333333333
Thursday,1041703,187,87,0.46524064171123
work,1041709,237,137,0.5780590717299579
Classic Rock ,1041798,181,81,0.44751381215469616
Brendan,1041807,154,54,0.35064935064935066
flight ,1041833,167,67,0.40119760479041916
90s rock,1041835,156,56,0.358974358974359
xx,1041839,166,66,0.39759036144578314
LUSH,1041860,197,97,0.49238578680203043
Bangerz,1041864,207,107,0.5169082125603864
pump it up,1041867,231,131,0.5670995670995671
yo,1041879,231,131,0.5670995670995671
My tracks,1041880,190,90,0.47368421052631576
SUMMER 17,1041892,197,97,0.49238578680203043
House Music ,1041899,163,63,0.38650306748466257
badlands,1041914,190,90,0.47368421052631576
Alt,1041947,166,66,0.39759036144578314
throwback_rap,1041951,197,97,0.49238578680203043
Pool Party,1041972,174,74,0.42528735632183906
Other,1042026,168,68,0.40476190476190477
lush life,1042038,154,54,0.35064935064935066
Workout,1042047,201,101,0.5024875621890548
country,1042048,155,55,0.3548387096774194
Good playlist,1042057,156,56,0.358974358974359
Classics,1042062,162,62,0.38271604938271603
country,1042080,199,99,0.49748743718592964
Music,1042081,156,56,0.358974358974359
new,1042089,184,84,0.45652173913043476
chill,1042098,188,88,0.46808510638297873
jamz,1042115,202,102,0.504950495049505
summer songs,1042120,221,121,0.5475113122171946
oldies,1042127,190,90,0.47368421052631576
Good Songs,1042129,178,78,0.43820224719101125
y'all,1042167,174,74,0.42528735632183906
chillin,1042170,158,58,0.3670886075949367
party bus,1042204,181,81,0.44751381215469616
ROAD TRIP,1042211,191,91,0.47643979057591623
country love,1042216,185,85,0.4594594594594595
road trip ,1042279,203,103,0.5073891625615764
texas,1042280,150,50,0.3333333333333333
Faded,1042294,203,103,0.5073891625615764
tbt,1042295,166,66,0.39759036144578314
the good old days,1042316,211,111,0.5260663507109005
chill,1042322,151,51,0.33774834437086093
Rap,1042358,193,93,0.48186528497409326
Inspiration ,1042367,228,128,0.5614035087719298
Cruisin,1042370,155,55,0.3548387096774194
🎵🎶,1042386,159,59,0.3710691823899371
Musik,1042391,181,81,0.44751381215469616
Rock/Metal,1042401,182,82,0.45054945054945056
CHILLERS,1042403,160,60,0.375
Country,1042411,217,117,0.5391705069124424
Country,1042426,198,98,0.494949494949495
Ali,1042437,200,100,0.5
Oldy~,1042439,175,75,0.42857142857142855
Old Skool,1042448,160,60,0.375
Country 2,1042450,236,136,0.576271186440678
Modern Rock,1042452,203,103,0.5073891625615764
R&B,1042455,156,56,0.358974358974359
TODO,1042474,179,79,0.441340782122905
OS,1042477,205,105,0.5121951219512195
Alternative/Rock,1042486,170,70,0.4117647058823529
New Playlist 3,1042487,211,111,0.5260663507109005
Daniela (:,1042495,152,52,0.34210526315789475
Christmas,1042519,201,101,0.5024875621890548
flames,1042530,178,78,0.43820224719101125
Smile,1042553,160,60,0.375
Throwbacks,1042576,156,56,0.358974358974359
Worship ,1042623,208,108,0.5192307692307693
Chill Beat,1042631,198,98,0.494949494949495
Punk Goes...,1042664,159,59,0.3710691823899371
Everyday,1042668,161,61,0.37888198757763975
september '16,1042672,156,56,0.358974358974359
Oldies but Goodies ,1042677,249,149,0.5983935742971888
Middle School ,1042688,165,65,0.3939393939393939
ii,1042697,245,145,0.5918367346938775
Chill Playlist,1042700,182,82,0.45054945054945056
Throwbacks,1042709,157,57,0.3630573248407643
Oldies,1042710,150,50,0.3333333333333333
Throwback R&B,1042711,155,55,0.3548387096774194
80s,1042728,165,65,0.3939393939393939
90s Pop,1042820,220,120,0.5454545454545454
TBT,1042822,231,131,0.5670995670995671
summer 2016,1042853,226,126,0.5575221238938053
$ Gym $,1042866,175,75,0.42857142857142855
for sarah,1042902,164,64,0.3902439024390244
BOPS ,1042944,227,127,0.5594713656387665
Drake,1042951,171,71,0.4152046783625731
soft,1042953,152,52,0.34210526315789475
Country,1042960,185,85,0.4594594594594595
Control,1042969,168,68,0.40476190476190477
Sound Tracks,1042979,173,73,0.42196531791907516
Road Trip,1043002,175,75,0.42857142857142855
country jams,1043038,216,116,0.5370370370370371
throwback,1043039,189,89,0.4708994708994709
Old stuff,1043074,194,94,0.4845360824742268
Bangers,1043096,236,136,0.576271186440678
Country,1043128,217,117,0.5391705069124424
80s baby,1043143,228,128,0.5614035087719298
Rap,1043144,231,131,0.5670995670995671
summer rap,1043150,151,51,0.33774834437086093
Mom,1043167,211,111,0.5260663507109005
part,1043195,155,55,0.3548387096774194
Club,1043202,154,54,0.35064935064935066
throwbacks,1043209,234,134,0.5726495726495726
boat,1043230,185,85,0.4594594594594595
Acid,1043250,205,105,0.5121951219512195
workout,1043276,199,99,0.49748743718592964
Beach Day,1043287,219,119,0.54337899543379
moods,1043306,168,68,0.40476190476190477
Rap Music,1043323,170,70,0.4117647058823529
do it ,1043332,191,91,0.47643979057591623
cruisin,1043349,160,60,0.375
Chill playlist,1043366,191,91,0.47643979057591623
2000s,1043377,153,53,0.3464052287581699
Swag,1043425,238,138,0.5798319327731093
PTL,1043446,160,60,0.375
THROWBACK,1043463,247,147,0.5951417004048583
Beatz!,1043515,211,111,0.5260663507109005
relax,1043524,164,64,0.3902439024390244
Surprise,1043545,202,102,0.504950495049505
Party ,1043550,176,76,0.4318181818181818
Ty,1043558,178,78,0.43820224719101125
jam,1043596,157,57,0.3630573248407643
Car playlist,1043615,154,54,0.35064935064935066
Cruise,1043632,154,54,0.35064935064935066
Gang,1043636,207,107,0.5169082125603864
Rock,1043638,201,101,0.5024875621890548
drive,1043664,225,125,0.5555555555555556
Rap Workout,1043707,161,61,0.37888198757763975
Dope,1043733,166,66,0.39759036144578314
chill rap,1043789,223,123,0.5515695067264574
hiking,1043793,159,59,0.3710691823899371
Work Out,1043799,169,69,0.40828402366863903
Other stuff,1043820,158,58,0.3670886075949367
Heartstrings,1043902,163,63,0.38650306748466257
Boat Tunes,1043918,188,88,0.46808510638297873
feels,1043939,151,51,0.33774834437086093
soft,1043966,217,117,0.5391705069124424
REMIX,1043996,167,67,0.40119760479041916
Rock & Roll,1044005,158,58,0.3670886075949367
always good,1044081,156,56,0.358974358974359
Seniors,1044175,172,72,0.4186046511627907
Feel good music,1044181,161,61,0.37888198757763975
Joey,1044241,217,117,0.5391705069124424
4U,1044299,166,66,0.39759036144578314
Thing,1044308,166,66,0.39759036144578314
70-80,1044312,153,53,0.3464052287581699
weekend,1044315,167,67,0.40119760479041916
Country,1044340,222,122,0.5495495495495496
Sufjan Stevens,1044342,175,75,0.42857142857142855
80s Music,1044395,159,59,0.3710691823899371
Oldies but Goodies,1044414,212,112,0.5283018867924528
Work Out,1044417,156,56,0.358974358974359
Everything,1044429,167,67,0.40119760479041916
Classic Rock,1044433,167,67,0.40119760479041916
Mr. Brightside,1044447,188,88,0.46808510638297873
you,1044449,185,85,0.4594594594594595
songs i like,1044480,162,62,0.38271604938271603
heat,1044517,177,77,0.4350282485875706
Country,1044520,193,93,0.48186528497409326
RaLLy,1044545,215,115,0.5348837209302325
throwback,1044584,202,102,0.504950495049505
Music,1044605,240,140,0.5833333333333334
2016,1044653,153,53,0.3464052287581699
Luna,1044659,172,72,0.4186046511627907
Slow Jams,1044668,179,79,0.441340782122905
C H I L L,1044688,150,50,0.3333333333333333
Chillax,1044711,152,52,0.34210526315789475
Classics,1044715,163,63,0.38650306748466257
Work Playlist,1044730,194,94,0.4845360824742268
Currently Listening to...,1044802,198,98,0.494949494949495
Pump up,1044818,233,133,0.5708154506437768
The Ultimate Playlist,1044839,150,50,0.3333333333333333
summer songs,1044853,188,88,0.46808510638297873
vibin,1044884,174,74,0.42528735632183906
Jams,1044917,238,138,0.5798319327731093
.christmas.,1044959,156,56,0.358974358974359
~jams~,1044972,194,94,0.4845360824742268
Rock,1044987,170,70,0.4117647058823529
R E L A X ,1044999,162,62,0.38271604938271603
Summer 17,1045001,220,120,0.5454545454545454
Soul,1045078,167,67,0.40119760479041916
Babe,1045086,151,51,0.33774834437086093
May,1045113,171,71,0.4152046783625731
Rap,1045121,200,100,0.5
trap,1045130,194,94,0.4845360824742268
R&B,1045204,231,131,0.5670995670995671
bump,1045229,152,52,0.34210526315789475
cruise,1045245,159,59,0.3710691823899371
Workout,1045252,184,84,0.45652173913043476
ayyyy,1045253,222,122,0.5495495495495496
Throwback Thursday,1045274,160,60,0.375
Jams,1045317,189,89,0.4708994708994709
random songs,1045318,162,62,0.38271604938271603
throwback,1045343,197,97,0.49238578680203043
COUNTRYYY,1045353,184,84,0.45652173913043476
All Country,1045354,174,74,0.42528735632183906
Childish,1045357,208,108,0.5192307692307693
Heavy,1045366,150,50,0.3333333333333333
Coachella 2013,1045371,245,145,0.5918367346938775
car ,1045377,161,61,0.37888198757763975
Car ride,1045391,222,122,0.5495495495495496
Heatwave,1045394,224,124,0.5535714285714286
Drop The Game,1045409,245,145,0.5918367346938775
Ski ,1045424,214,114,0.5327102803738317
Trap Mix,1045426,161,61,0.37888198757763975
School of Rock,1045429,155,55,0.3548387096774194
Summer 🌞,1045440,215,115,0.5348837209302325
love songs,1045450,176,76,0.4318181818181818
Classic,1045493,167,67,0.40119760479041916
Right In The FEELS,1045533,159,59,0.3710691823899371
shower ,1045536,172,72,0.4186046511627907
The best,1045557,203,103,0.5073891625615764
alt/indie,1045600,235,135,0.574468085106383
Happy,1045607,215,115,0.5348837209302325
country,1045644,222,122,0.5495495495495496
To the moon and back,1045648,167,67,0.40119760479041916
sleep songs,1045695,201,101,0.5024875621890548
chill,1045728,232,132,0.5689655172413793
tbt,1045761,151,51,0.33774834437086093
Country,1045800,151,51,0.33774834437086093
Chill Playlist,1045803,151,51,0.33774834437086093
chillin,1045841,214,114,0.5327102803738317
Trap,1045843,152,52,0.34210526315789475
Gym Jams,1045857,150,50,0.3333333333333333
Gym Rap,1045859,165,65,0.3939393939393939
Summer Vibes,1045862,150,50,0.3333333333333333
Alternative Rock,1045874,182,82,0.45054945054945056
🚗🚗,1045881,170,70,0.4117647058823529
Country,1045884,180,80,0.4444444444444444
RAP,1045917,197,97,0.49238578680203043
bangerz,1045937,187,87,0.46524064171123
Country,1045956,182,82,0.45054945054945056
Music,1045995,203,103,0.5073891625615764
Randos,1046001,171,71,0.4152046783625731
Rock,1046013,193,93,0.48186528497409326
party.,1046019,209,109,0.5215311004784688
All,1046022,190,90,0.47368421052631576
Music,1046056,211,111,0.5260663507109005
The 80's,1046057,208,108,0.5192307692307693
AUX ,1046066,239,139,0.5815899581589958
Must listen,1046115,212,112,0.5283018867924528
blah,1046144,173,73,0.42196531791907516
Sss,1046202,247,147,0.5951417004048583
Country Songs,1046219,176,76,0.4318181818181818
ACL,1046271,154,54,0.35064935064935066
Throwback,1046272,247,147,0.5951417004048583
Chill,1046307,207,107,0.5169082125603864
SB2K17,1046336,212,112,0.5283018867924528
college,1046337,151,51,0.33774834437086093
MUZIC,1046355,175,75,0.42857142857142855
Vibes,1046389,155,55,0.3548387096774194
just,1046401,238,138,0.5798319327731093
alternative,1046415,197,97,0.49238578680203043
vibez,1046422,151,51,0.33774834437086093
get psyched,1046446,157,57,0.3630573248407643
SUMMER 17,1046452,182,82,0.45054945054945056
Classics,1046468,201,101,0.5024875621890548
Throwbacks,1046472,220,120,0.5454545454545454
musicals,1046483,165,65,0.3939393939393939
snowboarding ,1046529,161,61,0.37888198757763975
Workout,1046532,193,93,0.48186528497409326
my kinda country,1046551,182,82,0.45054945054945056
Road Trippin',1046572,232,132,0.5689655172413793
80's,1046639,184,84,0.45652173913043476
jamzz,1046641,176,76,0.4318181818181818
country,1046653,202,102,0.504950495049505
smOOth,1046659,169,69,0.40828402366863903
rap,1046660,207,107,0.5169082125603864
Oldies,1046663,190,90,0.47368421052631576
Guilty Pleasures,1046674,167,67,0.40119760479041916
Bangers,1046692,214,114,0.5327102803738317
move,1046703,231,131,0.5670995670995671
Euphoria,1046713,163,63,0.38650306748466257
Lolla 2015,1046725,156,56,0.358974358974359
country,1046794,150,50,0.3333333333333333
GYM,1046805,168,68,0.40476190476190477
Random,1046809,161,61,0.37888198757763975
Butter,1046812,184,84,0.45652173913043476
party mix,1046813,163,63,0.38650306748466257
three,1046818,186,86,0.46236559139784944
Cleaning Playlist,1046834,221,121,0.5475113122171946
Energy,1046868,220,120,0.5454545454545454
country,1046899,194,94,0.4845360824742268
country,1046941,218,118,0.5412844036697247
Country Music,1046964,223,123,0.5515695067264574
Morning Mix,1047050,166,66,0.39759036144578314
Rock,1047114,158,58,0.3670886075949367
partypartyparty,1047120,190,90,0.47368421052631576
my music ,1047130,177,77,0.4350282485875706
Everyday Songs,1047162,227,127,0.5594713656387665
Dance,1047178,174,74,0.42528735632183906
new country,1047199,168,68,0.40476190476190477
Main,1047207,203,103,0.5073891625615764
Nocturnal,1047223,246,146,0.5934959349593496
bbb,1047228,162,62,0.38271604938271603
K-Pop,1047249,246,146,0.5934959349593496
Cruisin',1047261,152,52,0.34210526315789475
Power Ballads,1047303,164,64,0.3902439024390244
rap,1047329,186,86,0.46236559139784944
throwbacks,1047340,157,57,0.3630573248407643
c h i l l,1047351,189,89,0.4708994708994709
disney,1047366,198,98,0.494949494949495
my happy place,1047372,199,99,0.49748743718592964
thomas,1047375,224,124,0.5535714285714286
‼️‼️,1047411,188,88,0.46808510638297873
My music,1047437,212,112,0.5283018867924528
New Years,1047444,181,81,0.44751381215469616
jamz,1047447,159,59,0.3710691823899371
Blend,1047459,210,110,0.5238095238095238
Country,1047481,196,96,0.4897959183673469
courtney,1047564,243,143,0.588477366255144
Yes,1047567,213,113,0.5305164319248826
Rock,1047568,238,138,0.5798319327731093
darty,1047569,175,75,0.42857142857142855
Madre ,1047588,187,87,0.46524064171123
Country ,1047590,152,52,0.34210526315789475
Country,1047603,174,74,0.42528735632183906
Current obsessions,1047609,182,82,0.45054945054945056
Christmas,1047611,187,87,0.46524064171123
hanging,1047612,184,84,0.45652173913043476
OR,1047618,205,105,0.5121951219512195
rap,1047628,197,97,0.49238578680203043
Party music,1047642,183,83,0.453551912568306
My music ,1047682,225,125,0.5555555555555556
The Hills,1047688,162,62,0.38271604938271603
free fallin',1047699,184,84,0.45652173913043476
cruisin ,1047725,156,56,0.358974358974359
Chill,1047742,196,96,0.4897959183673469
THROWBACKS,1047745,166,66,0.39759036144578314
Hits,1047759,211,111,0.5260663507109005
chillax,1047778,166,66,0.39759036144578314
Summer ,1047802,200,100,0.5
Oldies,1047811,167,67,0.40119760479041916
bass,1047813,220,120,0.5454545454545454
Gaming,1047815,205,105,0.5121951219512195
POP,1047829,193,93,0.48186528497409326
Turnt,1047847,160,60,0.375
Just Listen ;),1047865,155,55,0.3548387096774194
TBT,1047867,155,55,0.3548387096774194
tropical house ,1047874,159,59,0.3710691823899371
chill,1047881,191,91,0.47643979057591623
TBT,1047894,207,107,0.5169082125603864
Wedding,1047899,191,91,0.47643979057591623
Harrison,1047905,215,115,0.5348837209302325
Dope,1047906,152,52,0.34210526315789475
NP,1047912,163,63,0.38650306748466257
Tres,1047946,195,95,0.48717948717948717
Study,1047955,223,123,0.5515695067264574
Classics,1047967,159,59,0.3710691823899371
driving,1047981,172,72,0.4186046511627907
country,1047988,180,80,0.4444444444444444
popular,1047993,183,83,0.453551912568306
Country,1047998,244,144,0.5901639344262295
Love,1048033,189,89,0.4708994708994709
safe,1048060,213,113,0.5305164319248826
16,1048087,250,150,0.6
boat playlist,1048123,200,100,0.5
country jams,1048127,153,53,0.3464052287581699
lmao,1048158,193,93,0.48186528497409326
Random,1048159,156,56,0.358974358974359
All,1048184,238,138,0.5798319327731093
Colorado,1048196,242,142,0.5867768595041323
OG,1048197,164,64,0.3902439024390244
On Fleek,1048217,184,84,0.45652173913043476
feel good jams,1048232,250,150,0.6
Old School Hip Hop,1048233,162,62,0.38271604938271603
gurl,1048244,150,50,0.3333333333333333
Nostalgia,1048264,203,103,0.5073891625615764
chilll,1048269,189,89,0.4708994708994709
Explicit,1048315,151,51,0.33774834437086093
Pop,1048333,181,81,0.44751381215469616
NASHVILLE,1048335,179,79,0.441340782122905
Country ,1048347,168,68,0.40476190476190477
my favs ,1048362,213,113,0.5305164319248826
jams,1048371,163,63,0.38650306748466257
90s jams,1048382,154,54,0.35064935064935066
123456789,1048404,163,63,0.38650306748466257
Mozart,1048425,161,61,0.37888198757763975
Bruce,1048435,151,51,0.33774834437086093
2015,1048476,184,84,0.45652173913043476
country,1048512,186,86,0.46236559139784944
sad girl,1048535,195,95,0.48717948717948717
workout,1048541,206,106,0.5145631067961165
Rock music,1048552,160,60,0.375
☀️☀️☀️,1048561,152,52,0.34210526315789475
Chill,1048588,152,52,0.34210526315789475
CLASSICS,1048602,213,113,0.5305164319248826
chill out,1048611,227,127,0.5594713656387665
chill,1048632,165,65,0.3939393939393939
birthday,1048644,198,98,0.494949494949495
My songs,1048679,188,88,0.46808510638297873
🤘🏽,1048687,247,147,0.5951417004048583
Selfish,1048698,167,67,0.40119760479041916
country,1048744,151,51,0.33774834437086093
Classic Rock,1048748,197,97,0.49238578680203043
Throwback,1048764,180,80,0.4444444444444444
Country,1048766,197,97,0.49238578680203043
Rock,1048780,155,55,0.3548387096774194
Game Day,1048785,191,91,0.47643979057591623
goodies,1048804,185,85,0.4594594594594595
The worst,1048829,197,97,0.49238578680203043
💎💎,1048842,161,61,0.37888198757763975
Alt,1048848,167,67,0.40119760479041916
sloww,1048873,202,102,0.504950495049505
2015,1048879,150,50,0.3333333333333333
Disney,1048880,193,93,0.48186528497409326
Chillin',1048929,167,67,0.40119760479041916
Musica Chida,1048936,150,50,0.3333333333333333
Dinner,1048972,241,141,0.5850622406639004
Firefly 2016,1048975,195,95,0.48717948717948717
Top,1048991,150,50,0.3333333333333333
Good Vibes,1048994,152,52,0.34210526315789475
Rap/Hip-Hop,1049012,220,120,0.5454545454545454
Fall Playlist,1049028,160,60,0.375
fire🔥🔥,1049036,167,67,0.40119760479041916
Chill Rap,1049040,182,82,0.45054945054945056
Driving Music,1049051,157,57,0.3630573248407643
that's a rap,1049070,228,128,0.5614035087719298
OLD SKEWL,1049124,177,77,0.4350282485875706
ROAD TRIP!!!!,1049171,169,69,0.40828402366863903
RUN,1049178,185,85,0.4594594594594595
saftb,1049185,222,122,0.5495495495495496
Country,1049193,171,71,0.4152046783625731
My songs,1049196,219,119,0.54337899543379
throw it back,1049207,237,137,0.5780590717299579
August 2017,1049210,164,64,0.3902439024390244
80,1049224,150,50,0.3333333333333333
Indie,1049269,183,83,0.453551912568306
The Collection,1049300,196,96,0.4897959183673469
Main,1049316,211,111,0.5260663507109005
💃🏻,1049352,170,70,0.4117647058823529
Bean,1049360,169,69,0.40828402366863903
Comedy,1002313,78,77,0.9871794871794872
Reggae,1002639,10,9,0.9
Cover Songs ,1002647,12,11,0.9166666666666666
banda,1002770,10,9,0.9
soft.,1002796,16,15,0.9375
hozier,1002991,15,14,0.9333333333333333
😴😴,1002992,12,11,0.9166666666666666
reggae,1003069,15,14,0.9333333333333333
Soul Food,1003088,11,10,0.9090909090909091
CARS,1003093,19,18,0.9473684210526315
Praise,1003167,21,20,0.9523809523809523
Pep,1003169,15,14,0.9333333333333333
❤️💛💚💙💜,1003172,53,52,0.9811320754716981
swing,1003310,11,10,0.9090909090909091
Better songs,1003317,11,10,0.9090909090909091
Reggae,1003366,16,15,0.9375
BMW,1003480,19,18,0.9473684210526315
Get Pumped,1003484,12,11,0.9166666666666666
It,1003485,17,16,0.9411764705882353
Hot fire,1003487,36,35,0.9722222222222222
chillax,1003491,27,26,0.9629629629629629
Main,1003497,33,32,0.9696969696969697
Famous,1003498,12,11,0.9166666666666666
SleepTime ,1003504,19,18,0.9473684210526315
two,1003507,18,17,0.9444444444444444
Sam's Playlist,1003508,30,29,0.9666666666666667
Fall,1003510,15,14,0.9333333333333333
June 2016,1003515,38,37,0.9736842105263158
Work Playlist!!!,1003518,38,37,0.9736842105263158
Feb 2017,1003525,20,19,0.95
idk,1003526,37,36,0.972972972972973
Feelz,1003531,31,30,0.967741935483871
truth,1003534,19,18,0.9473684210526315
30,1003535,30,29,0.9666666666666667
